X1	X2	Y
170.1511279	-3.852438012	NO
-115.24863507	7.353835701	NO
295.31797264	-2.746842709	NO
492.68833877	-0.493488114	YES
64.9093745	-10.59100105	YES
323.21433792	2.89250491	NO
315.28225705	5.661867899	NO
-102.34426093	1.159735708	NO
-139.38765136999996	2.581452623	YES
563.98851128	4.348403582	YES
272.42420755	-3.232742716	NO
384.99368114	-7.870293277	YES
451.38737319000006	-3.300925444	NO
345.56967127	-4.256829346	NO
539.3501854	-3.18332069	YES
-336.27139948	1.559260163	YES
-262.14329921	4.155526523	YES
545.98871051	-2.333452418	YES
39.826935160000005	0.013734858	NO
349.6673641	-5.095199744	YES
-113.97465291999998	-0.097644106	YES
-19.3592176	5.848435554	NO
29.354067860000008	7.039539918	NO
-42.15370729000001	7.359082498	NO
543.61939559	-0.330992029	YES
-228.84515496	5.784879004	YES
412.0641993	5.228276464	NO
303.48424915	-3.692200272	NO
559.23507434	0.583088782	YES
-31.445524209999974	-3.144721418	YES
126.60377496	-0.417009282	NO
468.09611888	4.781660797	NO
-241.49397478000003	-0.323720915	YES
-217.61991849000003	0.701597197	YES
314.01992325	-6.122786984	YES
207.6895169	-3.464058525	NO
257.78219492	-4.649731083	NO
357.79626173	3.47014317	NO
401.23878631	2.148843545	NO
-233.56466808	5.771244073	YES
336.75139712	1.218897435	YES
155.39296868	2.024071186	NO
290.74209637	-6.254452768	YES
323.74829526	-1.236606494	NO
614.15086821	-9.449096062	YES
-330.55370848	2.164223292	YES
-375.32016966	2.423223698	YES
31.602191569999995	-0.863065203	NO
-208.43175195	3.928219566	YES
157.69136450000002	-2.070536458	YES
427.11546315	-3.354322304	YES
560.63865393	-5.679244362	YES
127.08546995	7.227964277	NO
-10.56303594	-0.779178989	NO
410.65723304	-3.294224796	YES
440.53323857	1.335630426	YES
38.42991793	4.080101631	NO
345.49201845000005	5.407516432	NO
-158.33118282999993	5.36400259	NO
325.05517202	5.597810226	NO
437.73741211	-9.412661735	YES
-252.78981535	1.244164506	YES
-152.36659462000003	4.342654348	NO
122.44319392	-0.995896485	NO
47.49838495999998	-2.195009163	NO
546.370785	5.308348296	YES
-238.13922268	3.972367944	YES
118.83214816	0.330088906	NO
112.04019824	-1.831356576	NO
336.45558594	2.831969765	NO
620.02891605	-5.69213889	YES
-34.369255159999994	4.487419169	NO
340.51497372000006	-4.061531103	NO
25.245297880000017	9.539129605	NO
43.01880397999999	2.102229919	NO
184.56681604	2.867508871	NO
210.67795858	-0.128358865	NO
11.89363620000001	0.327662805	NO
74.80573097	-4.264436028	NO
-74.98361643	2.077344425	NO
238.41313276	2.853742304	NO
507.16816826	-5.347801898	YES
48.63374107	-5.224019649	YES
46.48637864999999	5.842158457	NO
267.92932093	7.557604936	NO
317.58247896	6.834964826	NO
343.81377748	-3.370445789	NO
389.82384172	6.395481845	NO
279.91954624	-9.324496109	YES
484.96702839000005	1.545439877	YES
15.800813039999994	-7.755684565	YES
11.451680350000004	-3.299921101	YES
513.2723555800001	1.732454827	YES
580.37293052	-5.826353285	YES
-37.450367950000015	6.204996006	NO
-3.571632220000012	1.864105612	NO
10.451307479999976	5.632940062	NO
217.65824504	1.293076559	NO
-41.96925085000001	-7.374697592	YES
241.98057629	0.28155661	NO
101.36167402	8.516428114	NO
-108.70530212	1.277584945	YES
38.022570639999984	-3.517844386	YES
-159.54677888999998	-2.723691234	YES
172.95580215	-8.660213451	YES
186.74507520000003	1.177491749	NO
445.30044885	-7.702403249	YES
643.0764444700001	-2.333237456	YES
371.24881049	7.660376976	NO
-204.15602343	0.273399555	YES
-134.13239170999998	-6.019214782	YES
551.3712106400001	0.159626354	YES
542.4284483499999	1.510825736	YES
-298.43781005	-0.912393873	YES
292.90588387	-3.262302562	NO
356.79031518	-2.519832799	NO
252.32371665	-1.863281491	NO
630.65182527	-0.737803885	YES
523.40721269	-2.3902846	YES
-17.832924790000007	-7.032970343	YES
478.7269590300001	1.780060983	YES
630.74159257	5.643491457	YES
528.1382636999999	0.426974251	YES
7.545346590000001	0.234878117	NO
101.69678523	-6.720705595	YES
402.20745674	0.383735748	YES
358.20872448	5.563068722	NO
353.29679368000006	6.278217682	NO
421.35375958	-8.433027848	YES
46.33250171	-7.890830698	YES
145.48211549	-8.22181012	YES
101.46743002	-9.014921009	YES
573.77852277	2.981125401	YES
95.68098243	5.288649184	NO
312.99476954	2.506988644	NO
53.04272943	-8.701369379	YES
-161.03080192	-0.931587721	NO
184.9250647	4.831541211	NO
501.30158397	-5.35570832	YES
493.78344733	-1.394804917	YES
-146.01294711000006	-1.373444436	NO
571.2683627399999	-0.13777095	YES
-240.2877100000001	3.291340018	YES
19.254358589999995	6.205936509	NO
321.29940357	5.362693453	NO
546.67041636	-1.767988224	YES
-24.625320259999988	3.043738713	NO
241.65204865	-4.677869333	YES
389.37824783	4.30667597	NO
-280.40714376	-0.43507859	YES
491.67285073	-6.844364105	YES
126.88795067	7.001924746	NO
450.88957211	-1.035093273	YES
118.76194467	-7.313500775	YES
266.74694127	2.511646904	NO
383.79586116	-7.93849026	YES
63.94708695	-3.465828374	YES
38.51740155000001	-0.81783674	YES
386.32692781	3.814629476	NO
-59.32643909000001	7.893573167	NO
306.77922503	5.676058436	NO
575.4856267	-0.77936616	YES
-99.62372780000004	7.742504371	NO
282.72685928	1.860171255	NO
162.29083763	-10.93612428	YES
7.383166250000023	-0.054392437	NO
-136.1975266	-0.874839699	YES
109.4229226	1.95924672	NO
41.69096040000001	-4.789117991	YES
-40.54777989000002	4.693341949	NO
566.10258261	3.683113931	YES
-70.19883775999998	-0.540350464	NO
248.94416572	5.769196615	NO
482.27990759	5.439392562	NO
467.25478398	2.823900634	YES
47.37108254000002	-5.806623218	YES
352.12068889	-8.011988713	YES
336.99205803	5.143860754	NO
261.25496184	6.716108278	NO
282.62769455	4.692887894	NO
270.6981248	-3.827123956	NO
-137.42099927000004	6.463169498	NO
136.11065052	9.240015019	NO
93.68556663	1.255181875	NO
-106.10656269000005	-8.265067162	YES
190.8141339	-4.35314649	YES
-173.59820376	-0.978491108	YES
278.53164287000004	1.19037856	NO
150.17797232	3.298873823	NO
-200.48024433	3.52383256	NO
4.001544930000016	-3.325044584	NO
271.13917471	8.268479893	NO
53.81227953999999	5.298859607	NO
87.71070263000001	10.55834151	NO
-139.23819038000002	-2.196258496	YES
142.42428155	6.565498805	NO
697.90937822	-4.723263704	YES
390.31385313	-8.940272766	YES
-221.57568386999995	2.004413292	YES
439.98168421	2.0750189	YES
388.91113825	-7.653754285	YES
577.77510417	-6.489836961	YES
369.24555518	-4.963610978	YES
156.12042471	9.841590495	NO
6.869790239999986	-7.268338632	YES
69.60771493	-2.984552995	NO
-96.01764385	1.009253892	YES
164.33767599	8.213999994	NO
128.1062831	7.09997255	NO
164.97821015	-4.42677569	YES
-147.71019658000006	-0.340092475	YES
122.32244994	1.457491796	NO
-88.2432762	-0.989963573	YES
471.57493681	0.614812254	YES
424.7020456400001	0.732908859	YES
-293.30870138	4.537552054	YES
420.20721971	6.095279247	NO
344.15500326000006	8.353555238	NO
15.063224649999997	-1.948677595	NO
18.91625586	-6.223872327	YES
455.18360318	-7.643671889	YES
-221.84602604000003	5.154210816	NO
212.62511925	9.822468591	NO
-129.46653891	4.156861148	YES
593.99312221	-7.186938874	YES
591.75959609	0.028875278	YES
28.43145561	0.755913636	NO
241.01740898	-1.550250681	NO
380.38211838	-2.34689975	NO
468.14584156	2.075219368	YES
332.02245549	1.215528028	NO
531.87308304	2.18415278	YES
236.39269511	2.287869886	NO
194.02894746	-8.10651921	YES
-74.86832867000001	-3.569080233	YES
55.28308180999999	-7.715303798	YES
324.40845581	-7.88052516	YES
-229.98548569000005	2.433422549	YES
448.39316967	-3.805850509	YES
411.86528632	-2.130222306	NO
525.0443354500001	6.45115872	YES
101.67426105	7.450484166	NO
-106.86305072999996	1.229232636	YES
316.94588797	-8.495438384	YES
308.76379237	-7.245520292	YES
439.73635178	0.064168459	YES
150.19241094	1.966477401	NO
-62.886677590000005	5.675694922	NO
390.66007999	-5.420570531	YES
38.87242041	4.575203585	NO
110.66424359	0.672103202	NO
-134.70403775000003	7.11090273	NO
-73.06481017	-1.156013891	YES
190.96967446	8.154168645	NO
438.44342322	-2.32672407	NO
-165.00907726999995	2.985656137	NO
39.7126365	-2.646190187	NO
615.1516342	1.665064054	YES
65.155869	-2.217329354	YES
492.87938746	2.459130664	YES
369.63944126	-9.217184606	YES
134.64177590999998	-2.070214006	NO
19.83651274999999	8.469973535	NO
492.49152957	-2.926316082	YES
221.06467674	2.172216457	NO
23.34960835	6.865492663	NO
-202.66664736	3.850235767	YES
81.36709536000001	-4.555382591	YES
328.16220482999995	8.305179721	NO
211.31198918	9.149234918	NO
263.26161893999995	-4.315180972	NO
-49.31062307000002	-1.021167577	YES
-222.84054873	5.722642256	NO
148.96151092	-8.265164608	YES
440.17627147	-5.938598297	YES
-50.84903967	6.071676033	NO
334.80136162	5.254091385	NO
210.28695398	6.036429578	NO
486.58324271	-7.148471062	YES
-307.94354209000005	1.507410667	YES
322.10153917	-1.416832148	NO
225.53128812	-10.09707767	YES
-250.25213916	-6.195261137	YES
473.01920649	-0.812595479	YES
557.12745085	-3.632923074	YES
-35.98875941	-1.728007464	YES
160.11823881	-9.6980955	YES
302.89964688	3.153630985	NO
45.11338556000001	-3.268135752	YES
174.81925143	-8.695151533	YES
471.90364127	-6.46131116	YES
323.46485959	-3.736515588	YES
479.53757996	-6.870272996	YES
-146.24777660000004	-3.496619298	YES
58.916470449999984	-8.214209496	YES
246.80997268	-3.243356535	NO
-89.90676278000004	2.977125393	NO
-245.75889649	6.5664732	NO
209.21985284	-0.671734342	NO
206.47521549	5.576460801	NO
111.01686929	9.406448972	NO
137.69807496	-2.575552983	NO
2.9087899799999946	7.145327358	NO
368.22411413	-1.775088254	NO
-46.09720544999999	-2.694062957	YES
439.72747823	-2.236473966	NO
-251.67759942	0.6631286	YES
179.04356362	6.781607454	NO
420.30647019	-5.094868407	YES
210.55754458	1.23046319	NO
91.32847469	2.697971517	NO
645.71598844	-0.344799764	YES
514.63444596	-2.606526642	YES
549.5235609900001	-3.393180083	YES
169.63601462999998	-10.05138277	YES
34.15177153999998	-2.39793651	YES
312.64878677	-0.538808087	NO
334.97468008	-3.205400687	NO
201.47825149	-0.137022648	NO
263.34393425	5.67220227	NO
300.45828432	6.20744684	NO
18.25004612	-0.265526048	NO
-239.30272915	1.829604749	YES
324.19169031	1.692670875	NO
438.35090282	-4.74263809	YES
77.68271879	-6.555984519	YES
142.35525364	-3.313379021	NO
581.3324204500001	-3.085803322	YES
-165.02353920000002	-0.303030091	YES
276.9499256	-0.361064677	NO
99.75173947000002	-2.763020353	NO
170.81234489	-5.34149155	YES
-148.83453210000005	1.339854331	YES
152.20452839	1.997644606	NO
-349.91052351	1.269792495	YES
552.88151734	-6.179147898	YES
-225.98306755	0.40383614	YES
240.21679049	5.386050751	NO
388.35354422	6.015458087	NO
-110.18409125	-1.41172133	YES
-151.79430017	3.18272547	YES
254.38401699	-5.197646188	NO
165.55414418	8.896489674	NO
191.79295293	-5.32832449	YES
-129.09415816000003	-1.082817486	YES
216.38724342	-5.675887358	NO
391.59272744	-6.492785686	YES
453.39942694	-6.956035817	YES
430.50399326	-2.527091307	YES
137.63758852	-8.724062059	YES
467.3943511700001	-1.482430272	YES
-72.56267448	-0.5510812	YES
452.94040999	-1.751872694	NO
348.75417126	-8.015508173	YES
66.08189773999999	-7.745766219	YES
-18.96725581999999	2.297411941	NO
256.3316384	-5.235011898	YES
68.98779101	0.89196271	NO
351.82284659	-7.741780154	YES
29.33533369000002	2.638176811	NO
-105.76834607	5.039010526	NO
331.04338012000005	-3.929171776	YES
113.61027857	-8.47885531	YES
387.32139261	-5.548900397	YES
-0.772138389999995	-7.633097789	YES
130.78929147	-5.060910113	NO
174.05938498	7.011143827	NO
97.89775783	1.33779067	NO
376.7989771399999	-5.058743332	YES
33.245051389999986	-3.403237562	NO
342.13163660000004	-7.288120911	YES
99.94588783	-2.452292483	NO
33.09279264	-0.042595422	NO
272.39493152	-5.074631581	YES
-295.12589942	2.025206027	YES
375.30625633	7.026382815	NO
274.97534096000004	-10.46073876	YES
-70.57652514000002	-1.25250012	YES
602.33994048	-3.111905561	YES
351.09434672000003	0.093637996	YES
170.57324918	-7.496809449	YES
98.31840008000002	5.630354437	NO
303.13572972	7.743138143	NO
280.69722783	-3.031626373	NO
52.57073076999998	0.954824931	NO
-144.92785358999998	7.183329389	NO
247.24375078	-5.636968989	YES
633.90104089	-3.809533546	YES
240.82631724	-5.40987932	NO
82.35564887	-2.092129979	YES
391.91686958	0.226838457	NO
-94.26633093000004	7.297802299	NO
176.09335461	-2.605740909	NO
260.63679793	0.983522357	NO
-10.13056201000002	-2.830317371	YES
579.21816446	1.539183027	YES
65.59016447	0.650154025	NO
13.619570829999994	-2.054879589	YES
-77.95792693	4.166612894	NO
-111.82200753	-0.843420955	YES
275.93529016	-1.219717881	NO
355.96423769	5.653325286	NO
114.6444389	2.856800975	NO
-11.039361370000025	-0.052997409	NO
304.97313921	-8.359157369	YES
85.140512	-3.402522791	YES
34.76519498000001	5.593485211	NO
-157.82362619999998	-2.320578779	YES
73.92403036	-6.860222457	NO
-388.23136026	3.783287726	YES
54.318036329999984	2.67358151	NO
170.50281854000002	-3.444071174	NO
106.78205549	-2.249610872	NO
119.16395208	5.310572862	NO
-281.06426967000004	3.176009498	YES
184.98166404	-3.246579939	YES
322.34896397	6.712620189	NO
686.9975162100001	3.942253575	YES
-98.02197709000002	0.103604443	YES
-327.40479698	4.206849025	YES
214.36859952000003	5.577700277	NO
89.68945913	5.080607263	NO
165.39814267	-9.253426845	YES
224.7092833	5.720692109	NO
143.90676171	4.360865417	NO
-197.38071797	-2.326925521	YES
598.96268149	0.603369131	YES
263.55974803	0.602156657	NO
116.11740424	-8.254872417	YES
465.24484437	-0.9157811	YES
444.25013476	-2.693018311	YES
28.044476220000007	8.28924415	NO
257.53446107	7.053735249	NO
-269.25904246	0.409139008	YES
316.89426437	-3.684296613	YES
5.369798880000005	-5.331831827	YES
411.9694781	-4.159198675	NO
-81.35219984	1.987192069	YES
112.54989918	4.088828622	NO
165.68245264	2.724468303	NO
151.68618567	5.398054242	NO
-100.75383006	-4.097244664	YES
-2.694617270000002	0.066106681	NO
379.63886685	-8.546341372	YES
-36.03106944000001	-5.190055996	YES
534.99142295	0.449426771	YES
-239.19851	2.511376817	YES
35.917130730000004	-5.586183106	YES
256.67909635	2.603925701	NO
-62.96068369000001	-4.15873296	YES
239.01058367	-2.853016387	NO
537.16792007	-1.946412114	YES
621.45528589	4.781516573	YES
215.50013601	5.943014273	NO
300.55064589	-8.763275151	YES
347.4027340399999	4.272384597	NO
-331.44211249999995	5.302413415	YES
79.98882154	3.422075746	NO
243.18814916	-2.517459978	NO
227.04617163	5.189324041	NO
202.98735489	7.463282266	NO
452.99034519	-1.788398713	NO
486.43422972	-1.41962229	YES
281.16318948	-7.195335264	YES
212.2248883	-9.75880508	YES
-5.968851939999993	6.673164137	NO
-30.255072079999977	1.032253201	NO
306.66819145	-8.644168114	YES
-144.47957275	4.957147115	NO
105.02720232	8.672050453	NO
-293.18930693000004	-0.085608251	YES
65.24380734	5.974322674	NO
546.63742375	1.380898712	YES
22.69462724	-2.52090451	YES
-21.2336972	-0.110309342	NO
545.81560072	3.288502548	YES
462.58764402	-7.678281646	YES
294.77739407	-1.989906994	NO
413.5982061100001	-7.361539042	YES
71.53646777	-1.992281476	YES
488.90646816	2.247574372	YES
288.90690448	2.753605663	NO
465.75097818	-2.353712923	YES
223.60695011	-3.329199723	NO
202.43219714000003	-0.340944072	NO
394.52107587	-0.83112549	NO
-231.20484852	1.415731075	YES
461.85448341	-6.704305713	YES
11.058726880000007	1.840226422	NO
69.7507103	-2.16792426	YES
-71.23481354000003	-3.613264028	YES
176.18105936	-5.659535068	YES
235.05444456	-4.709295928	YES
620.97501701	4.760321337	YES
641.92481448	-2.622455086	YES
107.3787819	-7.389330945	YES
271.46111101	2.723978562	NO
-117.30948099000004	8.072169168	NO
